State,District,Date,final_risk_score,final_risk_category,Population,affected_population,total_health_facilities,total_schools,population_impact_score,priority_score,response_priority,priority_rank
TRIPURA,KHOWAI,2026-09-05,2.77,LOW,784974.0,21744,26,4,0.8256021724454516,1.99,LOW,3424
TRIPURA,KHOWAI,2026-08-24,2.77,LOW,784974.0,21744,26,4,0.8256021724454516,1.99,LOW,3424
TRIPURA,KHOWAI,2026-08-19,2.77,LOW,784974.0,21744,26,4,0.8256021724454516,1.99,LOW,3424
ARUNACHAL PRADESH,CHANGLANG,2026-09-07,3.2,LOW,148226.0,4743,262,4,0.180087891092199,1.99,LOW,3424
ARUNACHAL PRADESH,PAPUM-PARE,2026-08-24,3.25,LOW,83448.0,2712,262,4,0.1029724563866843,1.99,LOW,3424
MADHYA PRADESH,INDORE,2026-09-10,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-09-09,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-22,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
TELANGANA,J. BHUPALPALLY,2026-08-27,2.33,LOW,1648902.0,38419,680,4,1.4587384962831955,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-09-11,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-21,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
TELANGANA,Y. BHUVANAGIRI,2026-08-21,2.33,LOW,1648902.0,38419,680,4,1.4587384962831955,1.98,LOW,3425
ANDHRA PRADESH,SRI ALLURI SITHARAMARAJU DISTRICT,2026-08-20,1.63,LOW,4053463.0,66071,640,40,2.5086626718011145,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-09-02,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-31,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-24,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-28,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-09-07,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-29,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-30,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-08-19,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
MADHYA PRADESH,INDORE,2026-09-03,1.8,LOW,3276697.0,58981,156,228,2.2394610804362203,1.98,LOW,3425
TELANGANA,NALGONDA,2026-09-09,2.33,LOW,1648902.0,38419,1043,4,1.4587384962831955,1.98,LOW,3425
JHARKHAND,GARHWA,2026-09-03,2.47,LOW,1322784.0,32673,118,3,1.2405675027736496,1.98,LOW,3425
UTTAR PRADESH,MAHARAJGANJ,2026-09-03,2.0,LOW,2559297.0,51186,262,1,1.9434912067141688,1.98,LOW,3425
MANIPUR,TAMENGLONG,2026-09-02,3.18,LOW,140651.0,4473,262,6,0.16983620848733,1.98,LOW,3425
ANDHRA PRADESH,SRIKAKULAM,2026-08-19,1.95,LOW,2703114.0,52711,632,39,2.001394228834262,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-08-28,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-09,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
MADHYA PRADESH,UJJAIN,2026-08-27,2.19,LOW,1986864.0,43512,230,1,1.6521156055668915,1.97,LOW,3426
BIHAR,DRABHANGA,2026-08-23,1.97,LOW,2645209.5,52111,232,2,1.9786127119345531,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-08-26,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-06,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-10,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-08-30,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-11,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-07,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-02,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-08,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
MAHARASHTRA,DHULE,2026-08-24,2.16,LOW,2050862.0,44299,185,3,1.681997361900343,1.97,LOW,3426
DAMAN & DIU,DAMAN,2026-09-02,2.32,LOW,1648902.0,38255,4,2,1.4525115483306084,1.97,LOW,3426
TELANGANA,SURYAPET,2026-09-03,2.32,LOW,1648902.0,38255,680,4,1.4525115483306084,1.97,LOW,3426
ANDHRA PRADESH,BAPATLA,2026-08-20,1.62,LOW,4053463.0,65666,640,40,2.4932851478938107,1.97,LOW,3426
ANDHRA PRADESH,TIRUPATI,2026-08-20,1.62,LOW,4053463.0,65666,640,40,2.4932851478938107,1.97,LOW,3426
WEST BENGAL,NORTH 24 PRAGANA,2026-08-27,1.66,LOW,3872846.0,64289,522,9,2.441001566608979,1.97,LOW,3426
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,2026-08-26,2.42,LOW,1413199.0,34199,262,2,1.298508494088576,1.97,LOW,3426
BIHAR,JAHANABAD,2026-08-26,1.97,LOW,2645209.5,52111,232,2,1.9786127119345531,1.97,LOW,3426
CHHATTISGARH,KOREA,2026-08-27,2.42,LOW,1413199.0,34199,262,2,1.298508494088576,1.97,LOW,3426
TAMIL NADU,KRISHNAGIRI,2026-09-01,2.22,LOW,1879809.0,41732,262,49,1.5845304387644217,1.97,LOW,3426
JAMMU AND KASHMIR,KISTWAR,2026-09-03,2.86,LOW,588437.5,16829,262,4,0.6389835798420026,1.97,LOW,3426
MADHYA PRADESH,BARWANI,2026-09-07,2.42,LOW,1385881.0,33538,350,2,1.2734108563040634,1.96,LOW,3427
MADHYA PRADESH,BHOPAL,2026-09-08,2.04,LOW,2371061.0,48370,75,35,1.836569954064868,1.96,LOW,3427
TAMIL NADU,ARIYALUR,2026-08-23,2.74,LOW,754894.0,20684,262,5,0.7853548259226325,1.96,LOW,3427
CHHATTISGARH,MAHASAMUND,2026-08-26,2.59,LOW,1032754.0,26748,262,2,1.015600023389024,1.96,LOW,3427
ANDAMAN & NICOBAR,NICOBAR,2026-08-23,2.3,LOW,1648902.0,37925,47,4,1.4399817140357685,1.96,LOW,3427
TRIPURA,DHALAI,2026-09-08,2.98,LOW,378230.0,11271,66,1,0.4279507949610321,1.96,LOW,3427
WEST BENGAL,SOUTH 24 PARGANAS,2026-09-04,1.64,LOW,3872846.0,63515,522,31,2.4116134098083544,1.95,LOW,3428
JAMMU AND KASHMIR,SRINAGAR,2026-09-02,2.48,LOW,1236829.0,30673,262,4,1.1646291131079531,1.95,LOW,3428
MADHYA PRADESH,BETUL,2026-08-24,2.32,LOW,1575362.0,36548,349,2,1.3876981327509366,1.95,LOW,3428
MEGHALAYA,NORTH GARO HILLS,2026-09-08,2.96,LOW,383461.0,11350,262,2,0.4309503613528272,1.95,LOW,3428
JHARKHAND,RANCHI,2026-08-22,1.87,LOW,2914253.0,54497,404,12,2.069207210805729,1.95,LOW,3428
HARYANA,GURGAON,2026-08-30,2.35,LOW,1514432.0,35589,70,29,1.351285674906235,1.95,LOW,3428
MADHYA PRADESH,UJJAIN,2026-09-02,2.15,LOW,1986864.0,42718,230,1,1.62196806486961,1.94,LOW,3429
HARYANA,SONIPAT,2026-09-02,2.37,LOW,1450001.0,34365,104,1,1.3048113804308288,1.94,LOW,3429
WEST BENGAL,UTTAR_DINAJPUR,2026-09-07,1.63,LOW,3872846.0,63127,522,9,2.396881362213209,1.94,LOW,3429
BIHAR,PACHIM CHAMPARAN,2026-08-22,1.94,LOW,2645209.5,51317,232,2,1.948465171237272,1.94,LOW,3429
JAMMU AND KASHMIR,RAJOURI,2026-08-25,2.78,LOW,642415.0,17859,262,4,0.6780918505198362,1.94,LOW,3429
TAMIL NADU,DINDIGUL,2026-08-25,2.09,LOW,2159775.0,45139,262,42,1.7138914855599354,1.94,LOW,3429
JHARKHAND,WEST SINGHBHUM,2026-08-26,2.42,LOW,1313551.0,31788,144,3,1.206964765346579,1.93,LOW,3430
UTTAR PRADESH,MAHOBA,2026-08-23,2.63,LOW,875958.0,23038,262,4,0.8747343105591572,1.93,LOW,3430
TELANGANA,KUMARAM BHEEM,2026-08-20,2.27,LOW,1648902.0,37430,680,4,1.4211869625935087,1.93,LOW,3430
MADHYA PRADESH,ANUPPUR,2026-09-10,2.7,LOW,749237.0,20229,180,2,0.7680788422736865,1.93,LOW,3430
UTTAR PRADESH,BULANDSAHAR,2026-09-01,1.95,LOW,2559297.0,49906,262,4,1.8948906373281231,1.93,LOW,3430
TELANGANA,WARANGAL,2026-08-22,2.27,LOW,1648902.0,37430,658,4,1.4211869625935087,1.93,LOW,3430
UTTAR PRADESH,MAHOBA,2026-09-05,2.63,LOW,875958.0,23038,262,4,0.8747343105591572,1.93,LOW,3430
UTTAR PRADESH,MAHOBA,2026-09-11,2.63,LOW,875958.0,23038,262,4,0.8747343105591572,1.93,LOW,3430
MADHYA PRADESH,BETUL,2026-08-19,2.3,LOW,1575362.0,36233,349,2,1.3757378363785893,1.93,LOW,3430
TELANGANA,Y. BHUVANAGIRI,2026-08-26,2.27,LOW,1648902.0,37430,680,4,1.4211869625935087,1.93,LOW,3430
UTTAR PRADESH,MAHOBA,2026-09-09,2.63,LOW,875958.0,23038,262,4,0.8747343105591572,1.93,LOW,3430
TELANGANA,WANAPARTHY,2026-08-20,2.27,LOW,1648902.0,37430,680,4,1.4211869625935087,1.93,LOW,3430
UTTAR PRADESH,MAHOBA,2026-09-10,2.63,LOW,875958.0,23038,262,4,0.8747343105591572,1.93,LOW,3430
TELANGANA,KARIMNAGAR,2026-08-28,2.26,LOW,1648902.0,37265,631,4,1.414922045446089,1.92,LOW,3431
MADHYA PRADESH,GWALIOR,2026-08-19,2.11,LOW,2032036.0,42876,120,10,1.6279671976532,1.92,LOW,3431
MEGHALAYA,NORTH GARO HILLS,2026-09-05,2.92,LOW,383461.0,11197,262,2,0.4251410745434014,1.92,LOW,3431
MADHYA PRADESH,BHIND,2026-08-29,2.24,LOW,1703005.0,38147,230,2,1.4484108752886609,1.92,LOW,3431
TAMIL NADU,ERODE,2026-08-19,2.04,LOW,2251744.0,45936,262,13,1.7441529338417157,1.92,LOW,3431
UTTAR PRADESH,MAHARAJGANJ,2026-08-21,1.94,LOW,2559297.0,49650,262,1,1.8851705234509135,1.92,LOW,3431
MIZORAM,CHAMPHAI,2026-08-25,3.09,LOW,125745.0,3886,262,2,0.1475482911204481,1.91,LOW,3432
MAHARASHTRA,NASIK,2026-09-10,2.04,LOW,2204307.0,44968,716,12,1.7073987532435184,1.91,LOW,3432
TAMIL NADU,PERAMBALUR,2026-09-08,2.79,LOW,565223.0,15770,262,2,0.5987742025140164,1.91,LOW,3432
MAHARASHTRA,NANDURBAR,2026-08-19,2.25,LOW,1648295.0,37087,325,1,1.4081635287658416,1.91,LOW,3432
JHARKHAND,GUMLA,2026-08-27,2.53,LOW,1025213.0,25938,275,3,0.9848449755744167,1.91,LOW,3432
TELANGANA,VIKARABAD,2026-08-27,2.25,LOW,1648902.0,37100,680,4,1.4086571282986686,1.91,LOW,3432
TAMIL NADU,NAMAKKAL,2026-08-28,2.22,LOW,1726601.0,38331,262,62,1.4553972071379049,1.91,LOW,3432
CHHATTISGARH,BILASPUR,2026-08-23,1.9,LOW,2663629.0,50609,262,9,1.9215829812956156,1.91,LOW,3432
BIHAR,ARARIYA,2026-08-28,1.91,LOW,2645209.5,50524,232,2,1.918355599734823,1.91,LOW,3432
RAJASTHAN,BHARATPUR,2026-08-20,1.93,LOW,2548462.0,49185,237,2,1.8675148478536396,1.91,LOW,3432
ARUNACHAL PRADESH,WEST KAMENG,2026-08-24,3.11,LOW,83947.0,2611,262,4,0.0991375677085666,1.91,LOW,3432
WEST BENGAL,ALIPURDUAR,2026-08-30,1.6,LOW,3872846.0,61966,522,9,2.3527991270122723,1.9,LOW,3433
ANDHRA PRADESH,NTR DISTRICT,2026-08-31,1.56,LOW,4053463.0,63234,640,40,2.400944066060324,1.9,LOW,3433
WEST BENGAL,ALIPURDUAR,2026-08-23,1.6,LOW,3872846.0,61966,522,9,2.3527991270122723,1.9,LOW,3433
MADHYA PRADESH,NARMADAPURAM,2026-09-09,2.34,LOW,1382506.0,32351,220,2,1.2283414220374724,1.9,LOW,3433
MEGHALAYA,EAST GARO HILLS,2026-08-27,2.93,LOW,317917.0,9315,262,2,0.3536830498679811,1.9,LOW,3433
TELANGANA,ADILABAD,2026-09-04,2.23,LOW,1648902.0,36771,746,4,1.3961652631986616,1.9,LOW,3433
BIHAR,MADUBANI,2026-08-26,1.9,LOW,2645209.5,50259,232,2,1.908293763104118,1.9,LOW,3433
ARUNACHAL PRADESH,PAPUM-PARE,2026-09-02,3.1,LOW,83448.0,2587,262,4,0.0982263070325783,1.9,LOW,3433
MEGHALAYA,WEST GARO HILLS,2026-08-31,2.73,LOW,643291.0,17562,262,1,0.6668149996544803,1.9,LOW,3433
MADHYA PRADESH,CHHINDWARA,2026-09-10,2.07,LOW,2090922.0,43282,411,6,1.6433826907553364,1.9,LOW,3433
KARNATAKA,CHAMARAJANAGAR,2026-08-23,2.51,LOW,1020791.0,25622,264,21,0.972846710007237,1.9,LOW,3433
TRIPURA,NORTH TRIPURA,2026-09-04,2.7,LOW,693947.0,18737,24,4,0.7114288035830769,1.9,LOW,3433
TELANGANA,MANCHERIAL,2026-08-30,2.24,LOW,1648902.0,36935,680,4,1.4023922111512488,1.9,LOW,3433
JAMMU AND KASHMIR,UDHAMPUR,2026-09-07,2.76,LOW,554985.0,15318,262,4,0.581612126449569,1.89,LOW,3434
MEGHALAYA,NORTH GARO HILLS,2026-09-07,2.87,LOW,383461.0,11005,262,2,0.4178509891354946,1.89,LOW,3434
MIZORAM,LUNGLEI,2026-09-10,3.02,LOW,161428.0,4875,262,2,0.185099824810135,1.89,LOW,3434
ARUNACHAL PRADESH,WEST KAMENG,2026-08-27,3.08,LOW,83947.0,2586,262,4,0.0981883378377454,1.89,LOW,3434
JHARKHAND,JAMTARA,2026-09-04,2.63,LOW,791042.0,20804,144,3,0.7899111293025742,1.89,LOW,3434
ARUNACHAL PRADESH,WEST KAMENG,2026-09-04,3.08,LOW,83947.0,2586,262,4,0.0981883378377454,1.89,LOW,3434
KARNATAKA,MYSORE,2026-09-02,1.79,LOW,3001127.0,53720,554,368,2.039705146420606,1.89,LOW,3434
CHHATTISGARH,KOREA,2026-08-26,2.32,LOW,1413199.0,32786,262,2,1.2448580217897616,1.89,LOW,3434
MAHARASHTRA,NASIK,2026-08-31,2.01,LOW,2204307.0,44307,716,12,1.6823011154590055,1.88,LOW,3435
TRIPURA,GOMATI,2026-08-27,2.62,LOW,784974.0,20566,26,4,0.7808744609323564,1.88,LOW,3435
JAMMU AND KASHMIR,GANDERWAL,2026-09-03,2.72,LOW,588437.5,16006,262,4,0.6077349324945686,1.88,LOW,3435
MADHYA PRADESH,NIMACH,2026-09-07,2.32,LOW,1382506.0,32074,131,2,1.2178239550687735,1.88,LOW,3435
JAMMU AND KASHMIR,SHOPIAN,2026-08-21,2.71,LOW,588437.5,15947,262,4,0.6054947499994304,1.87,LOW,3436
CHHATTISGARH,DHAMTARI,2026-09-01,2.59,LOW,799781.0,20714,262,2,0.7864939017676179,1.87,LOW,3436
TAMIL NADU,VILLUPURAM,2026-08-19,1.99,LOW,2251744.0,44810,262,32,1.7013996204599289,1.87,LOW,3436
MANIPUR,IMPHAL EAST,2026-08-21,2.8,LOW,456113.0,12771,262,3,0.4849045872103046,1.87,LOW,3436
TELANGANA,NIZAMABAD,2026-08-27,2.19,LOW,1648902.0,36111,702,4,1.3711055946089818,1.86,LOW,3437
ANDAMAN & NICOBAR,NICOBAR,2026-09-08,2.19,LOW,1648902.0,36111,47,4,1.3711055946089818,1.86,LOW,3437
MEGHALAYA,EAST KHASI HILLS,2026-08-23,2.56,LOW,825922.0,21144,262,23,0.8028206555457427,1.86,LOW,3437
CHHATTISGARH,KORBA,2026-09-08,2.38,LOW,1206640.0,28718,262,2,1.090399337209735,1.86,LOW,3437
TELANGANA,KARIMNAGAR,2026-08-26,2.18,LOW,1648902.0,35946,631,4,1.3648406774615618,1.85,LOW,3438
TAMIL NADU,PERAMBALUR,2026-08-29,2.7,LOW,565223.0,15261,262,2,0.5794478823440966,1.85,LOW,3438
MEGHALAYA,SOUTH GARO HILLS,2026-08-24,2.97,LOW,142334.0,4227,262,2,0.1604957865584494,1.85,LOW,3438
TAMIL NADU,THIRUVARUR,2026-09-11,2.33,LOW,1264277.0,29458,262,5,1.1184965413860426,1.85,LOW,3438
TELANGANA,HYDERABAD,2026-08-22,2.18,LOW,1648902.0,35946,680,4,1.3648406774615618,1.85,LOW,3438
RAJASTHAN,AJMER,2026-08-27,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
TAMIL NADU,SALEM,2026-09-08,1.63,LOW,3482056.0,56758,262,77,2.1550555603227988,1.84,LOW,3439
WEST BENGAL,SOUTH 24 PARGANAS,2026-08-21,1.55,LOW,3872846.0,60029,522,31,2.2792527966210456,1.84,LOW,3439
TAMIL NADU,SALEM,2026-09-09,1.63,LOW,3482056.0,56758,262,77,2.1550555603227988,1.84,LOW,3439
ARUNACHAL PRADESH,CHANGLANG,2026-08-23,2.95,LOW,148226.0,4373,262,4,0.1660392890040452,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-21,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-08,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-20,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-30,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-31,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-09,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-29,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-28,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-07,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-19,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-01,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-11,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-02,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-10,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-24,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-23,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-09-01,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,2026-09-08,2.26,LOW,1413199.0,31938,262,2,1.2126601445715064,1.84,LOW,3439
RAJASTHAN,AJMER,2026-09-03,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-25,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
RAJASTHAN,AJMER,2026-08-22,1.85,LOW,2583052.0,47786,335,8,1.8143959442824849,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-09-06,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-09-10,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-09-09,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
MADHYA PRADESH,CHHINDWARA,2026-08-19,2.01,LOW,2090922.0,42028,411,6,1.5957693204349446,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-08-31,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-08-28,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-09-02,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
TAMIL NADU,CHENGALPATTU,2026-08-19,1.95,LOW,2251744.0,43909,262,32,1.6671893759155323,1.84,LOW,3439
TAMIL NADU,SALEM,2026-09-01,1.63,LOW,3482056.0,56758,262,77,2.1550555603227988,1.84,LOW,3439
TAMIL NADU,SALEM,2026-08-31,1.63,LOW,3482056.0,56758,262,77,2.1550555603227988,1.84,LOW,3439
TAMIL NADU,VIRUDHUNAGAR,2026-09-04,2.06,LOW,1942288.0,40011,262,32,1.5191854544570895,1.84,LOW,3439
CHHATTISGARH,BEMETARA,2026-09-06,2.25,LOW,1413199.0,31797,262,2,1.2073064881000746,1.83,LOW,3440
ANDAMAN & NICOBAR,SOUTH ANDAMAN,2026-09-04,2.15,LOW,1648902.0,35451,27,4,1.346045926019302,1.83,LOW,3440
MAHARASHTRA,SUBURBAN MUMBAI,2026-09-01,1.96,LOW,2204307.0,43204,348,12,1.640421093558374,1.83,LOW,3440
MAHARASHTRA,AMARAVATI,2026-09-03,1.96,LOW,2204307.0,43204,328,12,1.640421093558374,1.83,LOW,3440
CHHATTISGARH,BIJAPUR,2026-09-04,2.87,LOW,255230.0,7325,262,2,0.2781243521506131,1.83,LOW,3440
CHHATTISGARH,MAHASAMUND,2026-09-09,2.42,LOW,1032754.0,24993,262,2,0.9489640864573754,1.83,LOW,3440
HARYANA,BHIWANI,2026-08-26,2.16,LOW,1634445.0,35304,172,4,1.3404644543788733,1.83,LOW,3440
HIMACHAL PRADESH,HAMIRPURR,2026-08-26,2.67,LOW,529855.0,14147,262,15,0.5371501993003036,1.82,LOW,3441
MADHYA PRADESH,CHHINDWARA,2026-09-09,1.98,LOW,2090922.0,41400,411,6,1.5719246660799162,1.82,LOW,3441
JAMMU AND KASHMIR,ANANTNAG,2026-09-03,2.38,LOW,1078692.0,25673,262,4,0.9747831389437122,1.82,LOW,3441
TAMIL NADU,PUDUKKOTTAI,2026-08-30,2.15,LOW,1618345.0,34794,262,5,1.3211001650141208,1.82,LOW,3441
TAMIL NADU,NAMAKKAL,2026-09-11,2.11,LOW,1726601.0,36431,262,62,1.3832557369554932,1.82,LOW,3441
JHARKHAND,RAMGARH,2026-09-03,2.44,LOW,949443.0,23166,144,3,0.8795943674977618,1.82,LOW,3441
CHHATTISGARH,SUKMA,2026-09-01,2.23,LOW,1413199.0,31514,262,2,1.1965612059623785,1.82,LOW,3441
KARNATAKA,VIJAYANAGARA,2026-08-21,2.12,LOW,1681378.0,35645,300,21,1.3534119498168746,1.81,LOW,3442
JHARKHAND,SARAIKELA,2026-08-26,2.27,LOW,1313551.0,29818,192,3,1.132165451525868,1.81,LOW,3442
ARUNACHAL PRADESH,WEST KAMENG,2026-08-22,2.95,LOW,83947.0,2476,262,4,0.0940117264061321,1.81,LOW,3442
MADHYA PRADESH,BHOPAL,2026-09-11,1.89,LOW,2371061.0,44813,75,35,1.701513528044427,1.81,LOW,3442
JHARKHAND,DEOGHAR,2026-09-08,2.19,LOW,1492073.0,32676,190,1,1.2406814103581485,1.81,LOW,3442
KARNATAKA,BANGLORE URBAN,2026-08-28,2.12,LOW,1681378.0,35645,157,21,1.3534119498168746,1.81,LOW,3442
CHHATTISGARH,NARAYANPUR,2026-09-03,2.9,LOW,139820.0,4055,262,2,0.1539650850471995,1.8,LOW,3443
MADHYA PRADESH,DEWAS,2026-08-27,2.15,LOW,1563715.0,33620,228,2,1.276524330280357,1.8,LOW,3443
CHHATTISGARH,BILASPUR,2026-09-05,1.79,LOW,2663629.0,47679,262,9,1.81033324043537,1.8,LOW,3443
UTTAR PRADESH,KANPUR DEHAT,2026-09-11,2.06,LOW,1796184.0,37001,262,4,1.4048981780102168,1.8,LOW,3443
MADHYA PRADESH,TIKAMGARH,2026-09-08,2.2,LOW,1445166.0,31794,222,2,1.207192580515576,1.8,LOW,3443
WEST BENGAL,PASHCHIM MEDINIPUR,2026-09-04,1.51,LOW,3872846.0,58480,522,7,2.220438513824964,1.79,LOW,3444
TELANGANA,HYDERABAD,2026-09-06,2.11,LOW,1648902.0,34792,680,4,1.3210242266244552,1.79,LOW,3444
UTTAR PRADESH,AMBEDKARNAGAR,2026-09-08,1.81,LOW,2559297.0,46323,262,4,1.7588470122420277,1.79,LOW,3444
BIHAR,DRABHANGA,2026-08-24,1.79,LOW,2645209.5,47349,232,2,1.79780340614053,1.79,LOW,3444
DAMAN & DIU,DIU,2026-08-25,2.1,LOW,1648902.0,34627,3,2,1.3147593094770351,1.79,LOW,3444
CHHATTISGARH,KONDAGAON,2026-08-27,2.2,LOW,1413199.0,31090,262,2,1.180462267353251,1.79,LOW,3444
WEST BENGAL,JHARGRAM,2026-09-04,1.51,LOW,3872846.0,58480,522,9,2.220438513824964,1.79,LOW,3444
MADHYA PRADESH,BHOPAL,2026-08-23,1.86,LOW,2371061.0,44102,75,35,1.6745174305182715,1.79,LOW,3444
MADHYA PRADESH,BURHANPUR,2026-08-20,2.51,LOW,757847.0,19022,121,2,0.7222500241104387,1.79,LOW,3444
TELANGANA,SANGAREDDY,2026-08-29,2.11,LOW,1648902.0,34792,680,4,1.3210242266244552,1.79,LOW,3444
UTTARAKHAND,UTTARKASHI,2026-08-26,2.75,LOW,330086.0,9077,37,2,0.3446463814977633,1.79,LOW,3444
CHHATTISGARH,BALOD,2026-08-22,2.2,LOW,1413199.0,31090,262,2,1.180462267353251,1.79,LOW,3444
ARUNACHAL PRADESH,WEST KAMENG,2026-08-30,2.9,LOW,83947.0,2434,262,4,0.0924170202231525,1.78,LOW,3445
ARUNACHAL PRADESH,TAWANG,2026-08-30,2.93,LOW,49977.0,1464,262,4,0.0555869012352897,1.78,LOW,3445
